number,weibo_text,tokenized_text,opposite_sex_social_avoidance_1,opposite_sex_social_avoidance_2,opposite_sex_social_avoidance
424,这辈子再也不会看伟大浪漫姐写的屎再也不会听又婴又姨的鲤子哥配的剧，什么玩意啊坚持不下去了我彻底认输哪天要是恐男同文/剧这两位功不可没[丰收了],这辈子/再也不会/伟大/浪漫/姐写/屎/再也不会/听/婴/姨/鲤子/哥配/剧/玩意/坚持不下/彻底/认输/恐男同/文剧/两位/功不可没,1,1,1
425,一把子厌男的同时又喜欢看那些真的很甜的情侣们的互动美好的爱情真的有轮不到我而已,一把子/厌/喜欢/很甜/情侣/互动/美好/爱情/轮不到,3,1,2
426,我求求1??击滚出我的首页。我真的厌丑厌男宁厌喜欢生小孩结婚劳务忙内除外,求求/击/滚出/首页/厌丑/厌/男宁厌/喜欢/生小孩/结婚/劳务/忙,2,1,1.5
427,中元节健身后去看“我经过风暴”，半夜两个人包场的电影，恐男情绪再次上升↑下定决心好好健身，好好练车??PS.改天再跟男朋友聊聊吧,中元节/健身/后去/风暴/半夜/包场/电影/恐男/情绪/再次/上升/下定决心/好好/健身/好好/练车/PS/改天/男朋友/聊聊吧,2,1,1.5
428,我感觉我现在社恐（恐男）越来越严重了今天找工作遇到的HR通过软件交换微信之后通过头像发现是位男士以至于现在还没通过好友申请逃避成了我解决问题的方式,社恐恐/越来越/严重/今天/找/工作/遇到/HR/软件/交换/微信/头像/发现/位/男士/没/好友/申请/逃避/成/解决问题/方式,2,2,2
429,本人厌男程度已经到了取关了几个追男星的博主额真的看不了一点男人,厌/程度/取/关了/追/男星/博主额/不了/一点/男人,2,1,1.5
430,对着厌男又渴男五个字笑了三分钟咋办，zng能不能抄点好的,对着/厌/渴/五个/字/笑/三分钟/咋办/zng/不能/抄点,2,1,1.5
431,今天和室友交流完恐男故事后我开始逛桃花手链了好好看好想买,今天/室友/交流/完恐/故事/逛/桃花/手链/好好/看好/想买,2,1,1.5
432,都好久没登小号了今天实在是气不顺世界上的好男人呢？正常男人呢？都灭绝了吗是真的生气了我擦活这么久第一次遇到那样一个装呗的男生真给我涨见识只能扣6（你是谁不说删了）是加的人多了？搞不灵清啦哈哈没事～笑笑就过去啦！明天就忘记掉咯才不会管这有的没的还有pp多么美好的一个女孩子哇为什么上天为什么要这么对她呀我真的好喜欢pp不想让她受伤不想被辜负怎么美好的女孩子都要被那么对待呢如果发生在我身上我该怎么办没法感同身受就是好心疼好心疼pp一定要熬过来呜呜所以爱情这个东西真的太泡沫了吧最近都要恐男啦向往归向往现实怎么就是这样子呢好啦难受归难受专业加油减肥加油！然后动力动力！开开心心过五一！天天开心好好生活（一码归一码）,好久没/登/小号/今天/实在/气/不顺/世界/男人/正常/男人/灭绝/生气/擦/活/这么久/第一次/遇到/装/男生/真给/涨/见识/只能/扣/不/删了/加/搞/不灵/清/没事/笑笑/过去/明天/忘记掉/咯才/不会/没/pp/美好/女孩子/上天/喜欢/pp/不想/受伤/不想/辜负/美好/女孩子/发生/身上/我该/没法/感同身受/心疼/心疼/pp/熬过来/呜呜/爱情/东西/太/泡沫/最近/恐/向往/向往/现实/样子/难受/难受/专业/加油/减肥/加油/动力/动力/开开心心/五一/天天开心/好好/生活/一码/一码,2,3,2.5
433,最近很厌男，非常非常厌男，我想立刻接触又善良又温柔又可爱又正义又干净又整洁又谦逊又低调又有内涵的帅哥哥，真的真的真的太讨厌了那些又邋遢又猥琐又装逼又口臭又大男子主义又动手动脚的男人啦！,最近/很厌/非常/非常/厌/立刻/接触/善良/温柔/可爱/正义/干净/整洁/谦逊/低调/内涵/帅哥哥/太/讨厌/邋遢/猥琐/装/逼/口臭/大男子主义/动手动脚/男人,1,3,2
434,每天网上冲浪每天的感受就是恐男恐婚恐育???,每天/网上/冲浪/每天/感受/恐男/恐婚/恐育,2,2,2
435,这学期实验室的八卦格外多比如师妹一直跟我讲她和隔壁实验室的一个男生的感情进展再比如师弟追研一师妹被拒除此之外之前帮我谱过曲的朋友和谈了四年的男朋友分了不是不想听只是听多见多了这种爱恨情仇越来越觉得无趣我不知道这种心态对不对但是可以肯定的一点是我越发的不想谈恋爱了是恐男吗不可能恐人更确切,学期/实验室/八卦/格外/师妹/一直/讲/隔壁/实验室/男生/感情/进展/师弟/追研/师妹/拒/之前/帮/谱/过曲/朋友/和谈/四年/男朋友/分/不想/听/听多见/这种/爱恨/情仇/越来越/无趣/不/知道/这种/心态/不对/肯定/一点/越发/不想/谈恋爱/恐/不/恐人/更/确切,2,3,2.5
436,上交医学院的?加重了我的厌男情绪#李星玮#,上交/医学院/加重/厌/情绪/李星玮,2,1,1.5
437,#女子称拒绝镇干部前男友发生关系被打伤#？楠的有病是不是，真的恐男了,女子/称/拒绝/镇/干部/前男友/发生/关系/打伤/楠/病/是不是/恐男,3,1,2
438,尽管看侄女说到厌男这种话题会觉得蛮无语，但站在女q的角度大家又都是一个群体，有些男人也确实没有哪一点不值得被讨厌。所以怎么说？做的对！做得好！,侄女/厌/这种/话题/蛮/无语/站/女/q/角度/群体/男人/确实/没有/哪一点/不/值得/讨厌/做/做得好,1,3,2
439,妹子我真不知道该怎么说你。。。本王自从之前听见你那句要是她是女孩子我就喜欢她了的时候就无大语了。。。你是双早说啊没必要说自己是女同然后说是因为厌男所以双变纯拉。。不是妹子你。。。,妹子/真不知道/本王/之前/听见/那句/女孩子/喜欢/无大语/双早/没/必要/女同/是因为/厌/双变/纯拉/妹子,1,1,1
440,讨厌男人但性取向为男，救命，厌男还要源源不断被介绍男的，无语死了,讨厌/男人/性取向/救命/厌/源源不断/介绍/无语/死,2,1,1.5
441,本来就厌男，今天课上那几个男的同时展露出自己的低智的时候我真的很下头?,本来/厌/今天/课上/展露出/低智/下头,3,3,3
442,嗯……我只希望未来谈了恋爱的我不要做恋爱脑不要做舔狗不要碰到普信男谢谢，今天又恐男了,希望/未来/谈/恋爱/不要/做/恋爱脑/不要/做/舔/狗/不要/碰到/普信男/今天/恐,1,1,1
443,不怪我有厌男症世上的低质量男人可以原地离世吗坐个地铁空荡荡的非要往你旁边一站一副急着要下车的样子不知道到底在急什么坐个高铁膀子永远要搭在中间的扶手上，还要外放抖音十个里面有七个都一个德行看上去又臭又脏！！恶心男?,不怪/厌/男症/世上/低质量/男人/原地/离世/地铁/空荡荡/非要/旁边/一站/急/样子/不/知道/到底/急/高铁/膀子/搭/中间/扶手/外放/抖音/十个/里面/七个/德行/看上去/臭/脏/恶心,3,4,3.5
444,完蛋，厌男情绪巅峰了。以前认识的男性朋友都多次会让我觉得被尊重很贴心，现在认识的新人当中，大面积处于“女性是男性附属品”“女性好生养是对你的礼赞”这样的认知里面。令人作呕。,完蛋/厌/情绪/巅峰/以前/认识/男性/朋友/多次/尊重/贴心/认识/新人/当中/大面积/处于/女性/男性/附属品/女性/生养/礼赞/认知/里面/令人作呕,3,3,3
445,直接恐男了啊包被恐男了普信男赶紧死吧赶紧的,直接/恐男/包被/恐男/普信男/赶紧/死/赶紧,2,3,2.5
446,世界上所有的男的果然都一个烂样子，我还在抱什么期待啊，恐男恐男恐男恐男,世界/烂/样子/抱/期待/恐/男恐/男恐/男恐,2,2,2
447,住在这边，让我最深刻的感受就是，越来越厌男了(指某些不礼貌没道德心恶臭自以为是的普信男),住/深刻/感受/越来越/厌/指/不礼貌/没/道德心/恶臭/自以为是/普信男,2,3,2.5
448,我终于知道为什么我虽然厌男但特别迷恋小明的原因了因为我从没把她当爷们,终于/知道/厌/特别/迷恋/小明/原因/从没/爷们,2,1,1.5
449,cc子的秘密小分队超话好烦，范丞丞真的又帅又可爱又懂礼貌又努力，我本来很厌男的,cc/子/秘密/小分队/好烦/范丞丞/又帅/可爱/懂/礼貌/努力/本来/很厌,1,1,1
450,今天吃饭旁边坐了一对男女是那种还没有在一起貌似刚认识还处于暧昧期并且还是第一次见面的那种女生点了个蔬菜沙拉?男生点了个鸡排饭?都是好小一碗并且说话什么的都好尴尬但是我和小耗子桌子上有六个菜一碗米两杯饮料边聊边吃都吃完了妈的吃饭不能点一堆自己想吃的对面还不是自己的饭搭子说话还有一句没一句想着我就难受我觉得我这辈子不会和男生吃饭了怕尴尬的不知道怎么张嘴麻痹的厌男(理想型的大帅哥除外),今天/吃饭/旁边/坐/男女/没有/一起/貌似/刚/认识/处于/暧昧/期/第一次/见面/女生/点/蔬菜/沙拉/男生/点/鸡/排饭/一碗/说话/尴尬/耗子/桌子/上有/六个/菜/一碗/米/两杯/饮料/边聊边/吃/吃/完/妈/吃饭/不能/点/吃/对面/饭/搭子/说话/一句/没/一句/想着/难受/这辈子/不会/男生/吃饭/怕/尴尬/不/知道/张嘴/麻痹/厌/理想/型/帅哥,1,1,1
451,一边说自己“厌男”，一边做擦边主播，是什么意思,一边/厌/一边/做/擦边/主播/意思,1,1,1
452,突然发现，我这个死样子，要不是从学校里带了个男人出来大概率会孤独终老条件好的：条件这么好还单到现在肯定有问题条件不好的：条件不好我找了干嘛而且网上冲浪多了多少有点厌男，我对陌生的男人有一股天然且猛烈的敌意，并且我十分讨厌相亲，朋友介绍的都不行。我爸妈真应该庆幸我和wjk结了婚,突然/发现/死/样子/学校/带/男人/概率/孤独终老/条件/条件/单到/肯定/问题/条件/不好/条件/不好/找/网上/冲浪/厌/陌生/男人/天然/猛烈/敌意/十分/讨厌/相亲/朋友/介绍/不行/爸妈/真/应该/庆幸/wjk/结了婚,1,1,1
453,又看到“生而为异性恋我很抱歉”这种话真的很无语，你他妈厌男你就别谈，有什么好抱歉的，又不是不得不做的事情，在垃圾堆里捡不到宝可把你给委屈死了,看到/生/而为/异性恋/抱歉/这种/话/无语/妈厌/别谈/抱歉/不得不/做/事情/垃圾堆/捡/不到/宝可/委屈/死,1,1,1
454,刚开始自己去医院看医生的时候就好想有人陪着啊可那时候没有，后来就慢慢习惯了，再到后来有时候时间充裕我会“逛一逛”医院的其他楼层，看一看，听一听。要是突然有人说陪你看医生，不了不了不了离我远点我们不熟我八百倍速逃跑人就是这样的，自己好不容易熬过一关又一关达到了一种平衡，别人突然来一脚显示自己的关怀备至或是什么，没必要，不需要，也不要。就很反感，感觉什么都是假的，当然如果是美女就另当别论了（我完了我厌男情绪越来越严重了这不知道咋整,刚/医院/医生/有人/陪/没有/后来/慢慢/习惯/后来/有时候/时间/充裕/我会/逛一逛/医院/楼层/看一看/听/听/突然/有人/陪/医生/不了/不了/不了/远点/不熟/八百/倍速/逃跑/好不容易/熬过/一关/一关/达到/平衡/突然/一脚/显示/关怀备至/没/必要/不/需要/不要/反感/假/美女/另当别论/完/厌/情绪/越来越/严重/不/知道/咋整,1,1,1
455,感觉自己要厌男了?现在想起来真的很恶心真的特别恶心,要厌/起来/恶心/特别/恶心,2,1,1.5
456,阿西。。。真的烦死了。。。10勤最烦的就是37了，最近因为26被迫看了太多37了，恐男症都犯了啊啊啊啊啊,阿西/烦死/10/勤/最烦/37/最近/26/被迫/太多/37/恐/男症/犯,1,1,1
457,最近真的厌男有异性和我聊天约我吃饭我都是骂骂咧咧最后爽约的看见男的就很烦厌男,最近/厌男有/异性/聊天/约/吃饭/骂骂咧咧/最后/爽约/看见/烦厌,2,3,2.5
458,我觉得我身边每一对情侣好朋友都特别好，特别甜，永远祝福他们，在我眼里都在冒粉色泡泡，不管咋样我都觉得可真幸福反观我自己恐恋爱恐婚恐孕恐男以前还没有这么严重，但我真的越来越恐所有男性咱们当哥们就成害不都是姐妹,身边/情侣/朋友/特别/特别/甜/祝福/眼里/粉色/泡泡/咋样/真幸福/反观/恐/恋爱/恐婚/恐孕恐/以前/没有/严重/越来越/恐/男性/哥们/成害/不/姐妹,1,2,1.5
459,很神奇呗！我跟我姐完全没有血缘关系（因为离异但是第一次见面也能聊很好呗，大家都很轻松没负担喜欢跟女孩子贴贴～相反聊类似话题跟学校里的学长就很…也不知道怎么说，总感觉有说教的感觉（可能是他个例也可能是我恐男啊啊内向人讨厌聊天只喜欢讲笑话捏,神奇/我姐/完全/没有/血缘关系/离异/第一次/见面/聊/轻松/没/负担/喜欢/女孩子/贴/贴/相反/聊/类似/话题/学校/学长/不/知道/总/说教/个例/恐/内向/讨厌/聊天/喜欢/讲/笑话/捏,1,1,1
460,我真的厌男了，路上看到陌生男人，我就会非常厌恶他，就觉得：恶心男人。,厌/路上/看到/陌生/男人/非常/厌恶/恶心/男人,3,4,3.5
461,厌男情绪在此刻达到巅峰真的好讨厌没有边界感的人！！！,厌/情绪/此刻/达到/巅峰/讨厌/没有/边界/感,2,3,2.5
462,每次在公交车上有男性靠近我我就发现我是真恐男,每次/公交车/男性/靠近/发现/真恐,2,2,2
463,三次元的男人太恐怖了，幸好当事人不是我不然我直接恐男，虽然已经恐男了，9命哇打西呀吧里好好喜欢二次元纸片人吧??,三次/元/男人/太/恐怖/幸好/当事人/直接/恐男/恐男/命哇/打西/好好/喜欢/二次元/纸片,2,1,1.5
464,#南非#评论区的有些男的是不是以为他们自己离了x欲就活不了别人就也是这样啊……渴女又厌女。爽一把s了和好好活着如果必须选一个他们一定会选择前者。他们完全没有随着人类进化而变得有一丝丝文明，野蛮粗鲁暴力。今日份恐男恐婚恐育达成,南非/评论/区/是不是/x/欲/活不了/渴女/厌女/爽/一把/s/好好/活着/必须/选/选择/完全/没有/人类/进化/变得/一丝丝/文明/野蛮/粗鲁/暴力/今日份/恐男/恐婚/恐育/达成,3,1,2
465,动不动说厌女，我才被这些普信男搞的恐男是真的,动不动/厌女/普信男/搞/恐,1,1,1
466,其实不是恐男，是恐低素质油腻男恶心得我想呕,恐男是/恐低/素质/油腻/恶心,1,1,1
467,自己来吃饭隔壁桌全是男的还好几桌想逃恐男实锤了,吃饭/隔壁/桌全/还好/几桌/逃恐/男实/锤,2,2,2
468,不是你一边说你恐男一边说你看上哪个男生这么撩想谈恋爱有意思吗,一边/恐/一边/看上/男生/撩/谈恋爱/有意思,1,1,1
469,我现在比猫头鹰都清醒只是不想恋爱的厌男的小女孩罢了,猫头鹰/清醒/不想/恋爱/厌/小女孩,1,2,1.5
470,此时此刻恐男的心理达到了顶峰梦里的我都要疯了终于和现实世界的受害人感同身受了我满心欢喜的去找我爱的人玩，有一个男性大半夜跑进了我的宿舍，找到了我的床位，在我的床上睡了一晚上，走的时候还大胆的翻了我的东西，顺走了我的东西，并在监控面前猖狂的做鬼脸。我的舍友告诉我：有一个陌生男人在我的床上过了一夜。此时此刻我的恐惧值达到了顶峰，梦里我在一直请他向我道歉，我一直在找能够让他向我道歉的办法，我去查监控，但是宿管阿姨和我的朋友都像不当一回事一样，说：有什么好查的吗。我找到他，我问他是怎么进到女生宿舍里的，看不出来是女生宿舍吗？他毫不在意的边笑边摆鬼脸说：你就当我晚上吃的火锅把我辣傻了吧。我不明白，这跟我有什么关系，为什么是我。我努力找到我宿舍里有价值的东西，尽量让这起类似于猥亵的案件变成入室抢劫。我的朋友都很开心的享受大学生活，我还在为了让那个男人判刑四处奔走，..他还是cc的朋友。然后突然，cc一个回旋踢把我踢醒了，一时间不着是该感谢她还是怎么，把我从噩梦中救了出来，我更希望cc在梦里也救救我。cc说和妈妈打电话了，我很懵，凌晨四点怎么会打电话，她含糊不清的嘟囔了几句，我知道了，她做噩梦了，好可怜的cc，我在你身边呢，一直都在。不知道cc一个人住的时候做了恶梦会怎么办。,此时此刻/恐男/心理/达到/顶峰/梦里/疯/终于/现实/世界/受害人/感同身受/满心欢喜/找/爱/玩/男性/大半夜/跑/进/宿舍/找到/床位/床上/睡/走/大胆/翻/东西/顺走/东西/监控/面前/猖狂/做鬼脸/舍友/告诉/陌生/男人/床上/一夜/此时此刻/恐惧/值/达到/顶峰/梦里/一直/请/道歉/一直/找/道歉/办法/查/监控/宿管/朋友/不/当一回事/好查/找到/问/进到/女生宿舍/看不出来/女生宿舍/毫不在意/边笑边/摆/鬼脸/吃/火锅/辣/傻/不/明白/关系/努力/找到/宿舍/价值/东西/尽量/这起/类似/猥亵/案件/变成/入室/抢劫/朋友/开心/享受/大学/生活/男人/判刑/四处奔走/cc/朋友/突然/cc/回旋/踢/踢/醒/一时间/不着/感谢/噩梦/中救/更/希望/cc/梦里/cc/妈妈/打电话/懵/凌晨/四点/打电话/含糊不清/嘟囔/几句/知道/做/噩梦/可怜/cc/身边/一直/不/知道/cc/人住/做/恶梦,3,4,3.5
471,我真的要得厌男症了厌男情绪越来越严重怎么办想撩你这么尴尬无语的话是怎么说出来的我回复一个好的你开始撩吧？,厌/男症/厌/情绪/越来越/严重/撩/尴尬/无语/回复/撩,1,1,1
472,sos因为最近社交活动变多导致我的尴尬症和厌男症最近每天都在发作啊啊啊啊啊啊啊啊啊果然还是宅家适合我??????,sos/最近/社交活动/变多/导致/尴尬/症和厌/男症/最近/每天/发作/宅家/适合,2,3,2.5
473,总是时不时的厌男恐男，，，又时不时想和男的聊天谈恋爱。。服了,总是/时不时/厌/男恐/时不时/聊天/谈恋爱/服,1,1,1
474,没法不群体性厌男。在男的成为一个具象的人类之前没法给予很多的尊重，先翻个白眼不过分。,没法/不/群体性/厌/成为/具象/人类/之前/没法/给予/很多/尊重/先/翻个/白眼/分,3,2,2.5
475,我现在处于一种很郁闷的状态不知道是不是姨妈作祟我真的很想谈恋爱但我只想和毛毛鞋谈但是毛毛鞋并不可能和我而我又喜欢不上别人她太特别独一无二真的遇不到第二个像她的她的身高长相性格真的不可能遇到第二个就怕这辈子只喜欢她一个了那我真的一辈子都单了我好想和她说这些我想知道她的想法虽然应该就是拒绝但我总是侥幸因为她说了句她恐男那我是不是有一点点希望这次见面我能感受到很明显的距离感碰到一下就躲开了那种以前天天抱着的关系现在碰一下都碰不了谁能解救我一下,处于/郁闷/状态/不/知道/是不是/姨妈/作祟/很想/谈恋爱/毛毛/鞋谈/毛毛/鞋/不/喜欢/不上/太/特别/独一无二/遇不到/第二个/身高/长相/性格/不/遇到/第二个/怕/这辈子/喜欢/一辈子/单/知道/想法/应该/拒绝/总是/侥幸/句/恐/是不是/希望/见面/能感/明显/距离感/碰到/躲开/以前/天天/抱/关系/碰/碰/不了/解救,1,1,1
476,为什么游泳馆不能分性别游！！！！每次来游泳我的厌男就会达到顶峰,游泳馆/不能/分/性别/游/每次/游泳/厌/达到/顶峰,3,3,3
477,靠北，我好像有那个恐男症……别人恋爱，我：恭喜恭喜，我好羡慕！有人说喜欢我，我：蛙趣，泥奏凯不分对方条件，抗拒到死我这辈子跟恋爱结婚还有缘分么,靠北/恐男症/恋爱/恭喜/恭喜/好羡慕/有人/喜欢/蛙趣/泥/奏凯/不/分/条件/抗拒/死/这辈子/恋爱/结婚/缘分,2,2,2
478,我总是会被男的讲的一些话震惊到。有在恐男?,总是/讲/话/震惊/恐,2,1,1.5
479,今日又略微陷入厌男情绪中，导致连星也不想追。就我这种比事特别多还长得不咋滴的女的，不孤独终老都说不过去。,今日/略微/陷入/厌/情绪/中/导致/连星/不想/追/这种/比事/特别/长得/不/滴/女/不/孤独终老/说不过去,2,1,1.5
480,非得用气泡音吗？吓得我暂停做题就为了重听这个。。。没想到专八听力真题也能让我产生厌男情绪。。。Lpink1号的微博视频,非得/气泡/音/暂停/做题/重听/没想到/专八/听力/真题/产生/厌/情绪/Lpink1/号/微博/视频,3,1,2
481,昨天一个接触时间不到一周的男的问我哪天回国提出跟我一起回国。我说你要考虑两点，一是宿舍到期后要有地住一周，二是机票充裕但你自己的酒店要提前订好，然后人就不吭声了，不知道是不是活在梦里。还有一个男的在我两次午餐没去之后来质问我-都是为了你你却不领情，一气之下还把我移出了群聊。Fine还是你们有脾气每日厌男情绪up,昨天/接触/时间/不到/一周/问/回国/提出/一起/回国/考虑/两点/一是/宿舍/到期/后要/住/周二/机票/充裕/提前/订好/不吭声/不/知道/是不是/活在/梦里/两次/午餐/没去/质问/不领情/一气之下/移出/群聊/Fine/脾气/每日/厌/情绪/up,3,3,3
482,p1朋友圈不给看图p2凌晨5点入住民宿的门口p3谁能想到光鲜亮丽的周理裙子下面是条玉桂狗睡裤呢p4终究还是有两个菜鸡p5奋战通宵第二天大家脑壳整个都是晕的p6下午4点大家陆陆续续清醒p7大合照缺猴p8市委书记都没俞总回家有排面p9这个锦旗文案毫无疑问出自损色-周理俞总金句/俞:你怎么闯红灯啊我:这不是没人了吗难道福建不闯红灯？俞:是中国人不闯红灯我:到时候我想开发一个滴滴摩的小程序你们愿意帮助我吗俞:怎么？是想让我们做你的骑手吗？大家都在吐槽现在的恋爱不懂网恋不接受相亲恐男等等俞:所以你们明白群里为什么单身这么多年了吗？下次见/俺的好朋友们,p1/朋友圈/不/看图/p2/凌晨/点/入住/民宿/p3/想到/光鲜亮丽/周理/裙子/下面/条玉桂狗/睡裤/p4/终究/菜鸡/p5/奋战/通宵/第二天/脑壳/整个/晕/p6/下午/点/陆陆续续/清醒/p7/合照/缺猴/p8/市委书记/没/俞/总/回家/排面/p9/锦旗/文案/毫无疑问/出自/损色/周理/俞/总金句/俞/闯红灯/没人/难道/福建/不/闯红灯/俞是/中国/不/闯红灯/到时候/开发/滴滴/摩/程序/愿意/帮助/俞/做/骑手/吐/槽/恋爱/不/懂/网恋/不/接受/相亲/恐男/俞/明白/群里/单身/多年/下次/见/朋友,2,1,1.5
483,食堂兼职有个长发帅哥我决定这几天都去吃那家！！！！帅哥治愈我恐男妈的,食堂/兼职/有个/长发/帅哥/决定/吃/那家/帅哥/治愈/我恐/男妈,1,1,1
484,妈咪出现在我不那么厌男的最后一年…然后妈咪就是女的了真好真好,妈咪/出现/不/厌/最后/一年/妈咪/女/真好/真好,1,1,1
485,挺恐男的本来一个人面试就有点害怕这下更害怕了,挺恐/本来/面试/害怕/这下/更/害怕,2,1,1.5
486,我永远会对互联网怀揣着不解吧什么年代了有些人还是说话不不过脑子吗真的会恐男,互联网/怀揣/不解/年代/说话/不/脑子/会恐,1,1,1
487,??：给你介绍男朋友吧……我：??不了不了我恐男,介绍/男朋友/不了/不了/我恐,1,2,1.5
488,我疯了呀，中年男人太可怕了，上车拖鞋把脚搭到我这边，一直声音很大的打电话，好像公务很忙的样子，还要打电话和别人讲道理，我真的，我差点觉得他要是不打这个电话，地球就不转了，内心真的一万头草泥马，烦都烦死了，啊啊啊啊啊啊啊啊啊。我有点怀疑别是男人老了都是这样吧，那我祝福自己单身一辈子，我和他再多坐几个小时的车，我就要恐男了。这辈子没有对一个陌生人这么无语过。,疯/中年男人/太/可怕/拖鞋/脚/搭/一直/声音/很大/打电话/公务/很忙/样子/打电话/讲道理/差点/不/电话/地球/不/转/内心/一万头/草泥马/烦/烦死/怀疑/男人/老/祝福/单身/一辈子/坐/小时/车/恐男/这辈子/没有/陌生人/无语,3,3,3
489,#那种一直不谈恋爱的最会玩#整天上网冲个浪还要被骂爷恐男还不行么,一直/不/谈恋爱/最会/玩/整天/上网/冲个/浪/骂/爷/恐/不行,2,1,1.5
490,2023快乐呀！2023开心往前飞！今年除了发了红包，也收到了2023的第一个红包！真好！也许因为不知道为什么的莫名恐男，我总和我身边的男性朋友现实中不知道怎样说话，但是被人惦记的感觉真的很好！无关风月，我希望你们，我们，一直一直好下去！,2023/快乐/2023/开心/往前/飞/今年/发了/红包/收到/2023/第一个/红包/真好/也许/不/知道/莫名/恐男/总和/身边/男性/朋友/现实/中/不/知道/说话/惦记/无关/风月/希望/一直/一直/下去,1,1,1
491,跟室友周末两天看孩子特种兵训练，两个人两天看两个小孩，怎么说呢，也过来了。去了码头买海鲜，串门，去买了点我吃的零食，就是我的脑袋有点大，听了两天我鹅子的哭腔抱抱，有点烦，导致我最近厌男，男的都离我远点,室友/周末/两天/孩子/特种兵/训练/两天/小孩/过来/码头/买/海鲜/串门/买/点/吃/零食/脑袋/听/两天/我鹅子/哭腔/抱抱/有点烦/导致/最近/厌/远点,2,2,2
492,有人厌男有人厌女我好像讨厌所有人类有人的地方我就烦人多的地方我就发脾气我应该离开地球说实在的这个性格像是从小就有的没发生什么事但也不知道是为什么会出现看自己八字午午自刑命带华盖好了性格急躁又孤僻可能真是命里带的,有人/厌/有人/厌女/讨厌/人类/有人/地方/烦人/地方/发脾气/应该/离开/地球/实在/性格/像是/从小/没/发生/事/不/知道/出现/八字/午午/自刑/命带/华盖/性格/急躁/孤僻/真是/命里/带,2,1,1.5
493,#唐山称打人事件给这座英雄的城市抹了黑#我已经恐男了谢谢,唐山称/打人/这座/英雄/城市/抹/黑/恐男,3,1,2
494,啊啊啊啊啊我恐男行了吧行了吧行了吧我再也不和男生讲话了…我真的我头晕脑胀…呜呜呜呜呜呜呜呜呜呜,恐/男行/行/行/再也/不/男生/讲话/头晕/脑胀/呜呜/呜呜/呜呜/呜呜/呜呜,4,4,4
495,*饭后在闲聊姥姥:女铜不好我:可是我恐男妈妈:赵路我:（沉思）（目移,饭后/闲聊/姥姥/女铜/不好/我恐/妈妈/赵路/沉思/目移,1,1,1
496,久久回一次深圳第一想法竟是逃离，再待在这我真要恐男了。,久久/回/一次/深圳/第一/想法/竟是/逃离/再待/真要/恐,2,1,1.5
497,在这上班再一次让我见识到了男的多样性现在听见男的说话就想吐看见男的就烦特别厌男,上班/一次/见识/多样性/听见/说话/吐/看见/烦/特别/厌,4,3,3.5
498,周围唯二正常的，我还觉得很可爱很喜欢的两个男生，胖超和糖糖。别的男生怎么都那么讨厌啊。厌男了。,周围/唯二/正常/可爱/喜欢/男生/胖超/糖糖/男生/讨厌/厌,1,1,1
499,恐男情绪也是早就上升到连男老师的网课都不听的境界了,恐男/情绪/早就/上升/老师/网课/不/听/境界,4,1,2.5
500,有时候会想高中是谈不成恋爱了有点点遗憾转念一想算了还好没谈男的一个样恐男了然后又想为什么我喜欢男的?????,有时候/会想/高中/谈不成/恋爱/遗憾/转念/一想/算了/还好/没谈/一个样/恐男/喜欢,2,3,2.5
501,男人莫名其妙的自信可以分其他人一点吗？可怜的小姐姐又要恐男了。,男人/莫名其妙/自信/分/其他人/一点/可怜/小姐姐/恐,1,1,1
502,我真的好讨厌没用的男人但是我身边全是没用的男人恐男了,讨厌/没用/男人/身边/全是/没用/男人/恐男,1,3,2
503,认识他之前：我恐男。认识他之后：是别的男人都不行！,认识/之前/我恐/认识/男人/不行,1,1,1
504,今日大恐男烦死了出尔反尔烦这烦那的怎么不回家让你妈养你啊,今日/大恐/烦死/出尔反尔/烦/这烦/不/回家/妈养,1,3,2
